hospital_name,doctor_name,total_revenue,doctor_rank
Sanchez-Spencer,"Kristen Mcpherson",50204.73,1
Sanchez-Tanner,"Joshua Perkins",43448.37,1
Sanchez-Thomas,"Anthony Norman",3212.10,1
Sanchez-Thompson,"James Martin",45511.17,1
Sanchez-Thompson,"Nicholas Oconnor",26144.99,2
Sanchez-Thompson,"Alejandro Edwards",4574.04,3
Sanchez-Wagner,"Rodney Martin",48169.71,1
Sanchez-Weaver,"Chelsea Price",35186.93,1
Sanchez-Weber,"William Miller",46956.69,1
Sanchez-Wilson,"Beverly Miller",32589.82,1
Sanchez-Wilson,"Katie Fletcher",20433.96,2
Sanchez-Young,"Ryan Lane",44109.37,1
Sanchez-Zamora,"Rhonda Roth",9522.72,1
"Sanchez, and Cline Hernandez","Amy Robinson",21715.54,1
"Sanchez, and Lambert Fitzgerald","Paula Fletcher",36849.16,1
"Sanchez, and Page Watkins","Ruben Weiss",49488.30,1
"Sanchez, and Singh Murray","Renee Cooper",11880.09,1
"Sanchez, Davis and Arnold","Derrick Cole",39435.97,1
"Sanchez, Day Hughes and","Samantha Cantu",15823.90,1
"Sanchez, Galloway and Green","Christy Brewer",25056.66,1
"Sanchez, Lee and Diaz","Tracy Page",20436.51,1
"Sanchez, Nelson and Riddle","Carolyn Arnold",6353.43,1
"Sanchez, Willis and Sanchez","Samantha Leblanc",34665.81,1
"Sanchez, Woods Hall and","Jennifer Gomez",36569.12,1
"Sanders and Anderson, Browning","Karen Contreras",16997.37,1
"Sanders and Kerr, Larsen","Mark Cooper",45854.57,1
"Sanders and Powers, Wyatt","Matthew Adams",1726.28,1
"Sanders and Smith, Coffey","Hannah Morales",12625.35,1
"Sanders and Sons","Mark Johnston",29786.54,1
"Sanders Burton and Stewart,","Dr. David Evans",15278.63,1
"Sanders Floyd, and Bryant","Miguel Atkins",28040.72,1
"Sanders Group","Courtney Rios",32557.40,1
"Sanders Group","Darrell Owens",4415.68,2
"Sanders Inc","Anna Jimenez",45912.38,1
"Sanders Inc","Ashley Barrett",39398.79,2
"Sanders Inc","Daniel Marks",35239.21,3
"Sanders Ingram, and Rogers","Robert Daniels III",46451.25,1
"Sanders LLC","Edward Torres",48314.05,1
"Sanders LLC","Joy Peterson",26460.18,2
"Sanders LLC","Michael Pierce",13246.10,3
"Sanders Ltd","Anthony Phillips",24237.76,1
"Sanders Ltd","Jessica Powers",5173.20,2
"Sanders Martin, and Oliver","Madison Flores",4943.54,1
"Sanders Ortiz Higgins, and","Charles Davis",17861.36,1
"Sanders PLC","Sarah West",26488.48,1
"Sanders PLC","Hunter Moore",20189.96,2
"Sanders PLC","Michael Morales",15610.04,3
"Sanders Reyes, Webb and","Scott Wilson",33104.50,1
"Sanders Schultz, and Acosta","Bonnie Hernandez",38221.67,1
"Sanders Snow, Austin and","Susan Fitzpatrick",7160.46,1
"Sanders Sons and","Dylan Brown",9687.61,1
"Sanders White, and Hutchinson","Cheryl Morris",71926.68,1
"Sanders Zimmerman and Frost,","Ian Davis",43962.42,1
Sanders-Bell,"Michael Turner",33013.44,1
Sanders-Boyle,"Marie Mendoza",49794.26,1
Sanders-Campbell,"Kristen Hicks",35500.58,1
Sanders-Carter,"Victoria Mendez",74886.70,1
Sanders-Cisneros,"Terry Hart",46426.08,1
Sanders-Dickson,"Brian Nelson",2887.66,1
Sanders-Dixon,"Traci Wang",17925.76,1
Sanders-Galloway,"Beth Brown",33180.34,1
Sanders-Green,"Emily Sanchez",39034.70,1
Sanders-Harvey,"Patricia Garcia",39997.31,1
Sanders-Ho,"Tony Nelson",15261.14,1
Sanders-Kelly,"Linda Thomas",4201.57,1
Sanders-Koch,"Tara Newton",32649.32,1
Sanders-Mayer,"Edward Hines",32980.66,1
Sanders-Morrow,"Anna Torres",6971.08,1
Sanders-Mueller,"Thomas Jenkins",41311.74,1
Sanders-Murray,"Brian Peterson",48212.30,1
Sanders-Navarro,"Susan Cox",441.34,1
Sanders-Ortiz,"Jordan Edwards",16690.76,1
Sanders-Ramirez,"Wendy Phelps",33777.04,1
Sanders-Ramirez,"Michael Dunn",12658.70,2
Sanders-Taylor,"Ryan Edwards",15049.63,1
Sanders-Wade,"Samuel Brown",48897.97,1
Sanders-Watkins,"Taylor Mcpherson",20126.47,1
Sanders-Wright,"Amy Herman",4903.18,1
Sanders-Young,"Michael Diaz",29819.16,1
"Sanders, and Allen Pennington","John Guzman",17267.56,1
"Sanders, and Grant Carroll","Alvin Lee",47176.10,1
"Sanders, and Paul Cruz","Nathan Arroyo",47102.96,1
"Sanders, and Singleton Black","Christian Jackson",4329.02,1
"Sanders, and Wallace Schmitt","Melissa Mayer",10045.06,1
"Sanders, Burton and Miller","Kristopher Mcdonald",13230.05,1
"Sanders, King and Davis","Shawn Roberson",1836.97,1
"Sanders, Peterson Thomas and","Randall Kelly",21904.07,1
"Sandoval and Harris, Williams","Lisa Mcbride",27150.52,1
"Sandoval and Phillips, Yoder","Sandra Lin DVM",44956.54,1
"Sandoval and Wallace Johnson,","Megan Bailey",4594.34,1
"Sandoval Bell, Jones and","Brittany Smith",24770.70,1
"Sandoval Cook and Gutierrez,","Adam Perez",40549.94,1
"Sandoval Graham Sanchez, and","Justin Ramirez",12013.36,1
"Sandoval Group","Andre Rogers",50529.41,1
"Sandoval Group","James Davis",28071.97,2
"Sandoval Group","Ashley White",4230.77,3
"Sandoval LLC","Terri Frost",1715.89,1
"Sandoval Ltd","Beth Martin",4933.26,1
"Sandoval Mann and Anderson,","Kevin Singh DDS",17176.26,1
"Sandoval Peterson Rodriguez, and","Andrew Jones",2272.63,1
"Sandoval PLC","John Love III",31884.73,1
"Sandoval PLC","Cynthia Rodriguez",30894.70,2
"Sandoval PLC","Nicole Howe",6606.22,3
"Sandoval Roberts, Moore and","Bobby Mejia",32312.02,1
Sandoval-Barnes,"Alexandra Cardenas",11694.68,1
Sandoval-Bennett,"Ruben Cross",24561.74,1
Sandoval-Gonzalez,"Kristen Jackson",17111.75,1
Sandoval-Gregory,"Calvin Green",42765.90,1
Sandoval-Hayes,"Keith Smith",11584.02,1
Sandoval-Khan,"Rhonda James",15816.72,1
Sandoval-Mccarthy,"Tony Gomez",291.73,1
Sandoval-Nelson,"Thomas Garcia",10790.07,1
Sandoval-Perry,"Mario Norton",15111.54,1
Sandoval-Peterson,"Brian Hartman",33622.30,1
Sandoval-Riley,"Melissa Savage",32768.53,1
Sandoval-Sutton,"Steven Thompson",35754.88,1
Sandoval-Watson,"Mark Taylor",22209.11,1
Sandoval-Zimmerman,"Mark Lowe",16318.79,1
"Sandoval, and Green Downs","William Aguilar",37116.36,1
"Sandoval, and Payne Newton","Shawn Simon",19316.26,1
"Sandoval, Andrade Hunt and","Jeffrey Robinson",34368.31,1
"Sandoval, Scott Carr and","Gregory Mckinney",32011.67,1
"Sanford and Jones, Martinez","Eric Montes",18704.23,1
"Sanford and Mason, Powell","Shawn Brock",22842.58,1
"Sanford Group","Christopher Nelson",29308.67,1
"Sanford Inc","Jessica Salinas",11845.93,1
"Sanford LLC","Amanda Roberts",13910.46,1
"Sanford LLC","Mark Glover",3715.63,2
"Sanford Nicholson White, and","Jacob Berry Jr.",7513.30,1
"Sanford Zimmerman, and Coleman","Thomas Holmes",35731.08,1
Sanford-Harris,"Emily Thomas",7785.55,1
Sanford-Mason,"Stephen Vasquez",54085.44,1
Sanford-Nelson,"Charles Anderson",35813.07,1
Sanford-Stein,"Alexa Perry",17664.00,1
"Santana and Sons","Chris Brown",34470.35,1
"Santana and Taylor, Ramirez","Collin Williams",46526.31,1
"Santana Brock Morris, and","Sarah Hernandez",47484.27,1
"Santana Garcia, Alexander and","Peter Wright",42301.91,1
"Santana Group","Megan Haas",11609.78,1
"Santana Inc","Patricia Bell",7285.58,1
"Santana Ltd","Ronnie Miranda",27750.88,1
"Santana Mathews Barker, and","Krista Rollins",41645.76,1
"Santana Roberts, Campos and","Paul Olsen",48954.18,1
"Santana Sons and","Jared Nichols",43348.86,1
Santana-Elliott,"Trevor Rodriguez",3257.88,1
Santana-Thomas,"Angela Garcia",2810.26,1
"Santiago and Mendoza, Pena","Jeremy Guzman",29489.61,1
"Santiago and Russo, Wood","Jessica Frank",51336.22,1
"Santiago and Sons","Leah Moore",4490.86,1
"Santiago Finley and Mendez,","Cathy Vasquez",17409.23,1
"Santiago Group","Charles Rojas",23967.72,1
"Santiago Group","Ashley Jacobs",21422.24,2
"Santiago Horton and Sosa,","Christopher Fischer",49013.63,1
"Santiago Inc","Andrew Nguyen",63774.62,1
"Santiago Ltd","Tracy Thomas",38945.45,1
"Santiago Ltd","Dennis Sanford",31321.34,2
"Santiago Mcfarland, and Garcia","Robert Gray",9633.98,1
"Santiago PLC","Christopher Jones",16515.76,1
"Santiago Snyder Garcia, and","Elizabeth Sutton",19802.92,1
"Santiago Sons and","Kimberly Campbell",18468.18,1
Santiago-Boone,"Brian Hoffman",85790.82,1
Santiago-Bush,"Rhonda Lucas",10837.61,1
Santiago-Estrada,"Tyler Washington",39999.48,1
Santiago-Fitzpatrick,"Cynthia Rose",24597.25,1
Santiago-Martinez,"Maria Wells",27896.71,1
Santiago-Neal,"Johnny Miller",36927.56,1
Santiago-Porter,"Tanner Shannon",7944.99,1
Santiago-Sloan,"Johnny Nash",38435.44,1
Santiago-Ward,"Wanda Davis",6927.74,1
Santiago-White,"Laurie Owens",45332.13,1
"Santiago, and Keith Johnson","Katherine Brown",6788.42,1
"Santiago, and Rose Calderon","Jay Williamson",13224.98,1
"Santiago, Graham Jackson and","Matthew Roman",96017.14,1
"Santiago, Hansen and Jones","Robert Boyd",6506.86,1
"Santiago, Kerr and Holt","Calvin Marks",27886.86,1
"Santiago, Walters and Bailey","Amanda Arnold",22510.01,1
"Santos and Blake Wood,","Anthony Allen",20548.76,1
"Santos Clark and Graham,","Lynn Williams",35943.76,1
"Santos Group","Elizabeth Manning",8090.86,1
"Santos Inc","Robyn Villarreal",7946.89,1
"Santos PLC","Sara Martin",7294.54,1
"Santos Rivera Weber, and","Michael Moody",4428.20,1
"Santos Sons and","Cory Mcdowell",5905.44,1
"Santos Yu and Kirk,","Cody Solomon",15135.75,1
Santos-Alexander,"Ashley Caldwell",16812.24,1
Santos-Bowman,"Julia Henderson",30893.53,1
Santos-Bullock,"Christopher Kelly",37892.96,1
Santos-Campbell,"Elizabeth Jacobs",11765.75,1
Santos-Diaz,"John Thompson",37635.28,1
Santos-Fletcher,"Zachary Hogan",40592.24,1
Santos-Greene,"Elizabeth Harvey",21722.80,1
Santos-Haley,"Dawn Faulkner",36200.57,1
Santos-Harris,"Steven Burgess",33834.66,1
Santos-Kelley,"Daniel Roberts",12406.94,1
Santos-Long,"Joseph Perez",29942.76,1
Santos-Mcdaniel,"Wayne Moreno",36381.04,1
Santos-Mcfarland,"Donna Howe",70817.32,1
Santos-Melton,"Brent Jones",21906.48,1
Santos-Reed,"Charlotte Munoz",46578.91,1
Santos-Sparks,"Alan Austin",2301.84,1
"Santos, and Douglas Warner","Kelly Smith",11813.99,1
"Santos, and King King","Margaret Henderson",2436.47,1
"Santos, and Stark Barrera","Walter Perkins",11642.41,1
"Santos, Barnett Smith and","David Mclean",8664.06,1
"Santos, Beltran Jones and","Dustin Huff",28633.24,1
"Santos, Ortiz and Castaneda","Julia Roman",15630.69,1
"Saunders and Arellano, Silva","Mark King",7754.12,1
"Saunders and Wilkinson Gregory,","Daniel Hernandez",36742.02,1
"Saunders Curry, Jones and","David Diaz",70207.78,1
"Saunders Garcia Francis, and","Linda Brennan",40051.96,1
"Saunders Group","George Perez",4210.65,1
"Saunders Inc","Joshua Johnson",24971.75,1
"Saunders LLC","Vincent Strickland",15064.19,1
"Saunders Ltd","Matthew Hunter",16298.90,1
"Saunders Ltd","Sean Black",7973.28,2
"Saunders Perez, Proctor and","Taylor Nichols",41840.82,1
Saunders-Downs,"Lawrence Mahoney",36746.95,1
Saunders-Patrick,"Dave Moore",47951.67,1
Saunders-Perez,"Taylor Smith",34240.42,1
Saunders-Small,"Matthew Horton",22703.26,1
Saunders-Smith,"Ethan Brock",20773.02,1
Saunders-Thomas,"Ryan Johnson",36755.29,1
"Saunders, and Gutierrez Stafford","Jason Foster",28103.58,1
"Saunders, and Wallace Bartlett","Anthony Lowe",4015.87,1
"Saunders, Collins and Morgan","Nicholas Johnson",6706.78,1
"Saunders, Hughes Alvarado and","Mary Bautista",6247.76,1
"Saunders, Padilla Wells and","Cory Higgins",29789.53,1
"Savage and Brandt, Rios","Judy Walters",4383.82,1
"Savage Burke, Coleman and","Dr. Jesus Gonzalez MD",28673.83,1
"Savage Gross and Adkins,","David Wagner",14531.60,1
"Savage LLC","Michael Lee",38070.02,1
"Savage LLC","Jamie Case",33889.45,2
"Savage Ltd","Steven Jones",10323.82,1
"Savage Ltd","Lisa Adams",4438.22,2
"Savage Santiago and Williams,","William Schmidt",22045.09,1
"Savage Thomas, and Warren","Michelle Harrison",44919.37,1
Savage-Contreras,"Kenneth Cole",9410.96,1
Savage-Hall,"Willie Thompson",25593.19,1
Savage-Kerr,"Amanda Hale",31018.75,1
Savage-Martinez,"Timothy Brooks",31571.57,1
Savage-Terrell,"Dr. Frank Roman DVM",88802.20,1
"Savage, and Haas Carter","Steven Warner",18467.88,1
"Savage, and Schwartz Lane","Julie Morris",40081.20,1
"Sawyer and Atkinson, West","Kristen Holmes",13532.64,1
"Sawyer and Cabrera Krueger,","Mary Edwards",2872.84,1
"Sawyer and Velez Christensen,","Michael Ramos",33636.14,1
"Sawyer Inc","Mark Hill",43051.70,1
"Sawyer Inc","Nicholas Holmes",41225.92,2
"Sawyer Inc","Peggy Foster",4767.19,3
"Sawyer Ltd","Amanda Woodward",42862.69,1
"Sawyer Rodriguez, Carter and","Kevin Ferguson",38654.64,1
Sawyer-Berry,"Sarah Brown",15826.84,1
Sawyer-Hess,"Donna Booker",26529.60,1
Sawyer-Lin,"Michael Roberts",22586.96,1
Sawyer-Mahoney,"Michael Grimes",14735.42,1
Sawyer-Marshall,"Albert Rice",14596.07,1
Sawyer-Medina,"Tristan Huang",44564.62,1
Sawyer-Palmer,"Laurie Lawson",30110.46,1
Sawyer-Smith,"Nancy Love",26879.30,1
"Sawyer, and Smith Flores","James Garcia",31185.23,1
"Schaefer and Sons","Joshua Murphy",13063.77,1
"Schaefer and Watkins, Leach","Gabrielle Dickerson",40392.59,1
"Schaefer Inc","Bernard Bruce",34350.32,1
"Schaefer Ltd","Jim Gilbert",24449.19,1
"Schaefer Sons and","Laurie Mercer",46024.57,1
Schaefer-Hoffman,"Charlotte Reyes MD",40309.28,1
Schaefer-Pitts,"Ashley Waters",33555.01,1
Schaefer-Porter,"John Duncan",12576.80,1
Schaefer-Reyes,"Eric Young",12305.22,1
Schaefer-Robinson,"Elizabeth Travis",29637.74,1
Schaefer-Salazar,"Travis Fuller",49086.61,1
Schaefer-Sanchez,"Ana Bradley",46387.13,1
Schaefer-Smith,"Rachel Goodman",73174.80,1
Schaefer-Zimmerman,"Kelli Mcknight",28542.42,1
"Schaefer, and Butler Barker","Charles Hernandez",23396.56,1
"Schaefer, Lopez Gallegos and","Daniel Hall",4497.84,1
"Schmidt and Allen York,","Christopher Stanley",11312.57,1
"Schmidt and Brown Hall,","Melissa Sellers",35443.58,1
"Schmidt and Chandler Sanders,","Jessica Schwartz",31078.18,1
"Schmidt and Day, Rodriguez","Dawn Merritt",24553.74,1
"Schmidt and Dillon Austin,","Miss Carolyn Wong PhD",14729.64,1
"Schmidt and Mason Taylor,","James Johnson",36349.43,1
"Schmidt and Sons","Jamie Fernandez",49298.08,1
"Schmidt Group","Angela Obrien",17387.75,1
"Schmidt Guerra, Anderson and","Dale Castro",14730.54,1
"Schmidt Hendrix, Alvarez and","Nicole Haas",3315.79,1
"Schmidt Inc","Jordan Williams",22464.22,1
"Schmidt Inc","Jeffery Hall",7297.10,2
"Schmidt LLC","Mrs. Mary Montes",42891.40,1
"Schmidt LLC","Joshua Hampton",41844.11,2
"Schmidt Long, and Romero","Natalie Davis",46127.35,1
"Schmidt Ltd","Jessica Castillo",42325.95,1
"Schmidt Ltd","Angela Johnson",14808.75,2
"Schmidt Ltd","Brandi Wilson",14697.34,3
"Schmidt PLC","Renee Richmond",13226.91,1
"Schmidt PLC","Scott Jefferson",4213.52,2
"Schmidt Sons and","Mary Schwartz",37284.05,1
"Schmidt Wright and Dawson,","Colleen Ray MD",36488.69,1
Schmidt-Allen,"Chris Caldwell",32952.32,1
Schmidt-Arias,"Daniel Turner",10576.37,1
Schmidt-Bautista,"Elizabeth Wyatt",45758.70,1
Schmidt-Bentley,"Katherine Baker",10032.12,1
Schmidt-Chapman,"Tammy Peterson",38378.51,1
Schmidt-Douglas,"Brittany Rocha",20885.92,1
Schmidt-Edwards,"Richard Barnes",44632.47,1
Schmidt-Ford,"Paul Young",91350.36,1
Schmidt-Ford,"Lori Hughes",65225.40,2
Schmidt-Hall,"Kimberly Moore",34622.00,1
Schmidt-Hammond,"Lucas Mcdonald",29645.43,1
Schmidt-Hood,"Dr. Lance Guzman",45461.63,1
Schmidt-Johnson,"Jeffrey Cain",34988.72,1
Schmidt-Khan,"Matthew Torres",34933.75,1
Schmidt-Marshall,"Michelle Park",12184.46,1
Schmidt-Rogers,"Dawn Roberts",16802.31,1
Schmidt-Simmons,"Chad Campbell",3419.17,1
Schmidt-Singh,"John Aguilar",30364.83,1
Schmidt-Smith,"Sierra Bryant",6292.77,1
Schmidt-Thomas,"Joseph Fowler",42319.14,1
Schmidt-Thomas,"Molly Owens",38101.10,2
Schmidt-Thomas,"Shelly Tran",26123.96,3
Schmidt-Warren,"Amy Obrien",1445.41,1
Schmidt-Washington,"Terry Webster",35585.67,1
Schmidt-Wheeler,"Stephen Gould",50432.99,1
Schmidt-Wilson,"Mrs. Hannah Riggs",34036.06,1
"Schmidt, and Garcia Watkins","Andrea Hernandez",7314.07,1
"Schmidt, and Mitchell Robinson","Derek Wright",42982.81,1
"Schmidt, and Robinson Steele","Christina Mendez",39891.82,1
"Schmidt, Lewis Miller and","Catherine Kim",45015.53,1
"Schmidt, Lynch Martin and","Jamie Hardy",45541.42,1
"Schmidt, Miller and Dawson","Patricia Frazier",34687.01,1
"Schmidt, Miranda Perez and","Michael Hawkins",18273.66,1
"Schmidt, Ramsey Day and","Janet Michael",40826.37,1
"Schmidt, Rodriguez and Fischer","Glenda Rodriguez",4025.38,1
"Schmitt and Montgomery, Barber","Dustin Russell",16828.05,1
"Schmitt Group","Kimberly Smith",18452.94,1
"Schmitt Inc","Brandi Hodges",4459.87,1
"Schmitt LLC","Douglas Wheeler",19508.39,1
"Schmitt LLC","Linda Shields",4830.82,2
"Schmitt Ltd","Jamie Jensen",35833.53,1
"Schmitt Ltd","David Diaz",11647.59,2
"Schmitt PLC","Johnny Sexton",16367.59,1
"Schmitt Ramos, and Reyes","Nathan Juarez",8027.00,1
"Schmitt Schaefer and Ibarra,","Greg Thornton",46563.74,1
Schmitt-Barnes,"Julie Fisher",3117.95,1
Schmitt-Farmer,"Elizabeth Jackson",33451.69,1
Schmitt-Hawkins,"Dr. Andres Roberts",20829.32,1
Schmitt-Jones,"Barbara Lawson",153.49,1
Schmitt-King,"Michelle Davies",25573.52,1
Schmitt-Thompson,"Carrie Rivera",89754.22,1
Schmitt-Watts,"Veronica Williams",7800.47,1
"Schmitt, and Hoffman Perez","Heather Taylor",44576.47,1
"Schmitt, Brown and Blackburn","Lauren Fry",37272.38,1
"Schmitt, Simpson and Gonzalez","Angel Wright",26842.55,1
"Schneider and Allen, Wood","Connie Jimenez",35186.55,1
"Schneider and Hood, Ball","Anthony Fox",5954.09,1
"Schneider and Hopkins Oconnor,","Angela Melton",12074.07,1
"Schneider and Sons","Barbara Chambers",31917.21,1
"Schneider and Sons","John Watson",-967.59,2
"Schneider Burton, Conrad and","Adriana Sullivan",34426.79,1
"Schneider Craig and Blake,","Edward Allen",39288.73,1
"Schneider Group","Alice Moore",47579.97,1
"Schneider Group","Ronald Williams",22990.49,2
"Schneider Group","Christian Lewis",19804.49,3
"Schneider Inc","Sherry Edwards",22006.24,1
"Schneider LLC","Jerry Blake",15853.90,1
"Schneider LLC","Charles Terry",3987.52,2
"Schneider Lopez, Henry and","Sandra Hamilton",33290.40,1
"Schneider Ltd","Daniel Fowler",45896.45,1
"Schneider PLC","Jeffrey Fernandez",11722.99,1
"Schneider PLC","Bryan Olson",5844.58,2
"Schneider Smith Nolan, and","Dominique Owens",81384.64,1
Schneider-Anderson,"Edward Church",11091.66,1
Schneider-Bell,"Jeffrey Adams",26364.90,1
Schneider-Flores,"Kelsey Escobar",17488.65,1
Schneider-Green,"Barbara Lara",36175.69,1
Schneider-Hanson,"Dale Leach",26582.11,1
Schneider-Hernandez,"Joshua Johnson",12160.91,1
Schneider-Medina,"Jerry Mitchell",46862.32,1
Schneider-Patton,"Jeremy Stout",32052.06,1
Schneider-Schwartz,"Kristen Smith",37514.41,1
Schneider-Snow,"Matthew Flores",40304.00,1
Schneider-Sutton,"Samantha Moore",30553.22,1
Schneider-West,"Cameron Clark",21185.67,1
"Schneider, Brown Martinez and","Taylor Clark",36869.17,1
"Schneider, Carter and Williams","Deanna Price",46761.09,1
"Schneider, Olson Rodriguez and","Jamie Duarte",7340.31,1
"Schroeder Barker, and Anthony","Tyler Chapman",20093.40,1
"Schroeder Carrillo Cruz, and","Michael Randall",19366.64,1
"Schroeder Group","Dana Patterson",45769.29,1
"Schroeder Hamilton and Floyd,","Mark Rubio",41750.87,1
"Schroeder Ltd","Christopher Tucker",51720.00,1
"Schroeder Ltd","Paula Gray",30787.31,2
"Schroeder PLC","Nancy Wagner",15841.34,1
"Schroeder PLC","Jerome Travis",13017.34,2
"Schroeder PLC","Robin Mendoza",12125.47,3
Schroeder-Davis,"Teresa Melton",24823.44,1
Schroeder-Harvey,"Ariel Chavez",17013.68,1
Schroeder-Hicks,"Jenna Johnson",89260.42,1
Schroeder-Molina,"Kristen Hubbard",36858.55,1
Schroeder-Potter,"David Newman",1979.08,1
Schroeder-Simmons,"Christopher Ryan",43112.39,1
Schroeder-Vega,"Erika Webb",42664.43,1
Schroeder-Walker,"Karen Oconnor",23094.18,1
Schroeder-Washington,"William Dodson",10012.46,1
Schroeder-Williams,"Katie Foster",21579.06,1
Schroeder-Wolf,"Amy Miller",5732.62,1
"Schroeder, and Anthony Lee","Jose Martin",45579.87,1
"Schroeder, Day Swanson and","Antonio Jordan",3196.15,1
"Schroeder, Vasquez Chapman and","Bryan Casey",34596.95,1
"Schultz and Marsh Young,","Taylor Jones",10210.56,1
"Schultz Anderson, Houston and","Bobby Mcclain",2653.99,1
"Schultz Group","Barbara Glass",38887.71,1
"Schultz Group","Casey Gomez",4772.51,2
"Schultz Gutierrez, Nunez and","Elizabeth Bennett",24605.21,1
"Schultz Hebert Galloway, and","Micheal Gibson",34499.65,1
"Schultz Inc","Melissa Russell",95125.18,1
"Schultz Inc","Robert Johnson",67656.48,2
"Schultz LLC","Joseph Obrien",12077.08,1
"Schultz PLC","Morgan Combs",40136.64,1
"Schultz PLC","Gail Wilson",25968.40,2
"Schultz Santiago Walter, and","Briana Robinson",9137.21,1
"Schultz Sons and","Tina Smith",12417.78,1
"Schultz Trevino, Harrell and","Lee Riley",20794.33,1
Schultz-Anderson,"Kimberly Donaldson",40392.38,1
Schultz-Anderson,"Patricia Perkins",27398.27,2
Schultz-Berry,"Shane Wood",68023.12,1
Schultz-Cooper,"Jose Sanchez",37119.03,1
Schultz-Crawford,"Thomas Pace",9667.20,1
Schultz-Fields,"Danielle Brady",29042.51,1
Schultz-Holmes,"Todd Kirby",17664.80,1
Schultz-Horn,"Jessica Santana",10762.22,1
Schultz-Hubbard,"Joseph Austin",35133.73,1
Schultz-Johnston,"Anthony Savage",10555.12,1
Schultz-Lara,"Allison Gordon",8032.27,1
Schultz-Larsen,"Evelyn Cook",36632.52,1
Schultz-Lucas,"Lee Diaz",8717.99,1
Schultz-Mccullough,"Steven Mason",23109.87,1
Schultz-Murray,"Bonnie Jackson",48754.77,1
Schultz-Rubio,"Mrs. Donna Riley",18352.33,1
Schultz-Ruiz,"Julia Webb",45968.89,1
Schultz-Sloan,"William Howe",35542.60,1
Schultz-Smith,"Chad Smith",33164.28,1
Schultz-Taylor,"Mary Butler",25268.99,1
Schultz-West,"Kelly Owens",40899.37,1
"Schultz, and Elliott Williams","Kathy Harper",7906.42,1
"Schultz, Clark and Lowe","Jason Morris",27078.90,1
"Schultz, Henry and Nguyen","Scott Cox",13071.64,1
"Schultz, Wilson and Miller","Mary Vargas",42698.96,1
"Schwartz and Hall Bennett,","Keith Hart",28024.64,1
"Schwartz Crawford Garcia, and","Nancy King",19986.47,1
"Schwartz Inc","Benjamin Morris",35971.71,1
"Schwartz Inc","Gary Walker",35197.96,2
"Schwartz Inc","Ashley Porter",4016.50,3
"Schwartz PLC","Aaron Mcdowell",18620.38,1
"Schwartz PLC","Johnny Burns",10943.15,2
"Schwartz Poole Mills, and","Darlene Austin",46100.53,1
"Schwartz Sweeney, Phillips and","Heidi Williams",35456.00,1
"Schwartz Wright and Jacobs,","Brandon Sexton",21162.00,1
Schwartz-Bishop,"Laura Peterson",29357.09,1
Schwartz-Blankenship,"Priscilla Cooper",2442.12,1
Schwartz-Herring,"Pamela Hart",681.87,1
Schwartz-Hopkins,"Daniel Franklin",4158.28,1
Schwartz-Hunter,"James Winters",3417.41,1
Schwartz-Jones,"Hannah Powell",29784.30,1
Schwartz-Mccarty,"Justin Shields",23693.44,1
Schwartz-Miller,"Michael Davis",49496.82,1
